,carat,cut,color,clarity,depth,table,x,y,z,price
1028,0.7,Very Good,E,VS1,58.4,59.0,5.83,5.91,3.43,2904
41264,0.31,Ideal,H,VS2,62.1,53.8,4.33,4.37,2.7,502
4903,0.91,Ideal,E,SI2,61.1,58.0,6.25,6.29,3.83,3723
21930,1.23,Very Good,G,VVS2,60.6,55.0,6.93,7.02,4.23,10004
1578,0.71,Ideal,G,SI1,61.9,56.0,5.73,5.76,3.55,3007
3436,0.9,Premium,H,SI1,62.6,58.0,6.12,6.08,3.82,3387
9924,0.92,Ideal,F,SI2,61.5,53.0,6.26,6.3,3.86,4691
15747,1.03,Ideal,D,SI1,62.2,56.0,6.48,6.45,4.02,6299
34148,0.33,Ideal,H,VVS2,61.7,56.0,4.44,4.41,2.73,854
40345,0.51,Good,G,SI2,63.6,54.0,5.08,5.05,3.22,1129
23544,1.5,Good,E,SI1,58.5,59.0,7.45,7.49,4.37,11554
28412,0.29,Ideal,E,VVS2,62.0,55.0,4.25,4.27,2.64,669
38342,0.32,Ideal,G,IF,62.9,55.0,4.41,4.37,2.76,1020
32977,0.37,Ideal,E,VS2,61.6,57.0,4.61,4.65,2.85,811
47238,0.55,Ideal,G,VS1,60.9,55.0,5.27,5.31,3.22,1841
51503,0.72,Ideal,G,VS2,61.7,57.0,5.77,5.8,3.57,2383
28220,0.33,Very Good,G,VS1,59.7,61.0,4.44,4.47,2.66,666
53757,0.72,Fair,F,VS2,55.4,64.0,6.06,5.97,3.34,2724
17372,0.32,Good,D,SI2,63.9,58.0,4.33,4.31,2.76,612
51336,0.55,Ideal,E,VVS2,61.1,57.0,5.25,5.29,3.22,2362
52148,0.7,Good,F,SI1,62.8,58.0,5.6,5.65,3.53,2470
48984,0.38,Very Good,J,SI1,63.2,59.0,4.59,4.62,2.91,538
5087,1.0,Premium,E,SI2,61.0,59.0,6.4,6.33,3.89,3752
1204,0.7,Ideal,D,SI2,62.6,54.0,5.69,5.72,3.57,2936
3014,0.76,Ideal,D,SI1,62.0,57.0,5.88,5.92,3.66,3306
5462,1.0,Fair,G,SI1,68.9,56.0,6.16,6.11,4.23,3833
29141,0.31,Ideal,D,VS2,60.8,56.0,4.39,4.42,2.68,692
2796,0.77,Premium,E,VS1,60.8,56.0,5.95,5.9,3.6,3260
3112,0.92,Very Good,I,SI1,63.3,58.0,6.18,6.14,3.9,3323
25651,1.82,Very Good,F,SI1,63.2,56.0,7.71,7.64,4.85,14545
33086,0.46,Very Good,F,SI2,62.6,58.0,4.88,4.96,3.08,815
14677,1.02,Ideal,G,VS2,62.6,57.0,6.43,6.41,4.02,5922
11631,1.0,Very Good,E,SI1,63.3,57.0,6.3,6.36,4.01,5051
7138,1.01,Very Good,G,SI2,62.9,56.0,6.36,6.39,4.01,4176
39326,0.51,Fair,G,SI1,65.2,55.0,5.04,5.02,3.28,1071
13586,1.05,Premium,F,SI1,61.6,57.0,6.56,6.53,4.03,5557
45642,0.25,Ideal,G,VVS2,62.1,57.0,4.01,4.07,2.5,525
34809,0.31,Ideal,F,VVS1,60.7,56.0,4.4,4.37,2.66,878
23668,2.02,Ideal,H,SI2,60.8,56.0,8.21,8.14,4.97,11715
44666,0.36,Ideal,I,VS2,61.8,55.0,4.6,4.63,2.85,523
21914,1.2,Very Good,G,IF,59.4,61.0,6.92,6.95,4.12,9987
30345,0.36,Premium,E,VS1,61.5,59.0,4.57,4.6,2.82,727
17574,1.5,Premium,D,SI2,59.6,59.0,7.54,7.46,4.47,7076
18730,1.19,Ideal,H,VVS2,61.6,56.0,6.78,6.86,4.2,7651
242,1.01,Premium,H,SI2,62.7,59.0,6.31,6.22,3.93,2788
39778,0.36,Ideal,D,VS2,60.6,57.0,4.61,4.57,2.78,1094
42461,0.55,Ideal,F,SI1,61.8,55.0,5.22,5.27,3.24,1316
8376,0.31,Good,F,VS2,63.6,54.0,4.28,4.33,2.74,583
53365,0.7,Very Good,G,VS2,63.1,55.0,5.64,5.61,3.55,2657
9204,1.05,Good,I,VS2,64.3,55.0,6.46,6.42,4.14,4550
46019,0.53,Good,E,VS2,63.7,55.0,5.15,5.12,3.27,1727
28353,0.4,Very Good,D,SI1,63.4,58.0,4.64,4.67,2.95,667
21649,1.51,Good,G,VS2,63.7,57.0,7.21,7.18,4.58,9741
31910,0.3,Ideal,G,VS1,62.6,57.0,4.29,4.27,2.68,776
22858,1.51,Very Good,E,SI1,63.5,57.0,7.28,7.23,4.61,10891
25099,1.76,Premium,H,VS2,62.2,60.0,7.72,7.68,4.79,13626
37220,0.31,Ideal,F,VVS1,61.6,55.0,4.36,4.41,2.7,975
24025,1.5,Premium,G,VS2,62.5,59.0,7.28,7.32,4.56,12196
43832,0.59,Very Good,I,VS2,60.3,59.0,5.41,5.43,3.27,1445
20905,1.3,Premium,G,VS2,62.5,58.0,6.97,6.93,4.36,9120
9575,1.0,Premium,D,SI2,61.6,58.0,6.45,6.37,3.95,4626
4756,0.96,Fair,F,SI2,65.2,58.0,6.14,6.12,3.99,3688
33092,0.37,Ideal,H,VVS1,61.4,55.0,4.64,4.67,2.86,815
37326,0.49,Premium,F,SI2,60.8,60.0,5.12,5.04,3.09,980
22129,1.5,Very Good,I,VS1,62.2,59.0,7.27,7.3,4.53,10164
26128,1.54,Ideal,G,VVS2,62.0,54.0,7.36,7.43,4.59,15415
45495,0.5,Ideal,F,VS1,62.5,52.4,5.07,5.11,3.18,1679
6064,1.01,Very Good,G,SI2,62.1,61.0,6.27,6.38,3.93,3966
41546,0.5,Good,D,SI1,57.2,60.0,5.25,5.2,2.99,1235
53151,0.7,Ideal,I,SI1,60.4,57.0,5.75,5.79,3.49,2623
44213,0.42,Ideal,G,VVS2,61.7,56.0,4.84,4.88,3.0,1571
14382,0.3,Very Good,G,VS1,62.8,58.0,4.26,4.28,2.68,605
5884,1.02,Very Good,I,SI1,62.9,58.0,6.36,6.42,4.02,3927
8914,1.07,Premium,H,SI2,61.2,60.0,6.57,6.53,4.01,4494
11452,1.01,Ideal,G,SI1,62.3,56.0,6.42,6.38,3.99,5006
4269,0.78,Ideal,E,VS2,61.4,56.0,5.91,5.95,3.64,3582
14079,1.2,Premium,F,SI2,62.9,57.0,6.8,6.72,4.25,5712
23034,0.33,Premium,G,SI1,61.1,59.0,4.45,4.42,2.71,631
24244,2.04,Fair,E,SI2,67.4,56.0,7.8,7.76,5.24,12454
7195,0.87,Premium,D,SI1,62.1,58.0,6.08,6.13,3.79,4189
14585,1.05,Premium,H,VS1,60.1,57.0,6.62,6.59,3.97,5886
32081,0.33,Very Good,E,VS1,61.6,56.0,4.43,4.46,2.74,781
21368,0.36,Ideal,D,SI1,62.0,54.0,4.58,4.61,2.85,626
40328,0.53,Good,E,SI2,63.0,60.0,5.11,5.14,3.23,1127
16763,0.8,Ideal,F,IF,60.8,56.0,5.99,6.05,3.66,6674
12439,1.2,Ideal,H,VS1,61.9,57.0,6.77,6.73,4.18,5242
13300,1.02,Ideal,E,SI1,60.5,56.0,6.57,6.53,3.96,5493
3749,0.36,Very Good,I,VVS2,59.7,55.0,4.65,4.69,2.79,571
41850,0.53,Ideal,G,SI1,61.8,58.0,5.16,5.19,3.2,1255
3979,1.0,Premium,H,SI1,62.2,51.0,6.47,6.4,4.0,3511
9186,0.9,Very Good,F,SI1,63.3,55.0,6.18,6.12,3.89,4545
36862,0.42,Ideal,E,VS2,62.4,55.0,4.79,4.8,2.99,958
13148,1.01,Ideal,G,VS2,61.7,57.0,6.44,6.49,3.99,5439
43786,0.56,Ideal,F,SI1,61.4,57.0,5.3,5.28,3.25,1441
25301,1.21,Ideal,D,VVS2,61.3,56.0,6.86,6.9,4.22,13965
40729,0.51,Ideal,H,SI1,61.3,57.0,5.1,5.14,3.14,1161
46826,0.58,Ideal,E,VS2,62.3,54.0,5.43,5.39,3.37,1809
52473,0.7,Very Good,E,SI1,63.2,57.0,5.63,5.61,3.55,2518
35909,0.4,Ideal,H,VS2,60.9,56.0,4.79,4.83,2.93,919
2959,0.7,Fair,D,VVS2,58.5,62.0,5.72,5.81,3.37,3296
8328,1.0,Very Good,E,SI2,62.5,55.0,6.38,6.41,4.0,4392
41570,0.41,Ideal,G,VVS2,61.9,55.0,4.77,4.79,2.96,1238
20710,0.31,Premium,G,VS1,61.8,59.0,4.32,4.35,2.68,625
28340,0.33,Ideal,F,VS2,62.6,55.0,4.4,4.42,2.76,666
8691,1.02,Premium,F,SI2,61.5,58.0,6.42,6.49,3.97,4459
42632,0.58,Premium,H,SI1,58.4,59.0,5.51,5.48,3.21,1332
26004,2.02,Ideal,J,VS1,61.9,58.0,8.06,8.1,5.0,15231
12479,1.25,Ideal,J,SI1,62.1,58.0,6.86,6.89,4.27,5252
9114,1.02,Very Good,I,VS2,59.3,59.0,6.56,6.6,3.9,4532
39519,0.36,Premium,E,VS2,62.0,57.0,4.57,4.52,2.82,1080
29076,0.41,Ideal,G,SI1,61.7,54.0,4.78,4.81,2.96,688
18605,1.06,Ideal,G,VS1,61.4,56.0,6.55,6.58,4.03,7589
18890,1.3,Very Good,H,VS1,61.9,56.0,6.97,7.05,4.34,7747
11622,1.2,Ideal,I,SI2,60.5,58.0,6.92,6.83,4.16,5050
46738,0.5,Very Good,H,IF,61.0,60.0,5.08,5.12,3.11,1799
14378,0.3,Ideal,H,VVS2,62.2,57.0,4.26,4.29,2.66,605
25563,2.35,Premium,J,VS1,60.7,60.0,8.64,8.6,5.23,14399
11846,1.05,Ideal,I,VS1,61.5,55.0,6.56,6.61,4.05,5101
11014,1.01,Very Good,G,SI1,60.6,57.0,6.49,6.52,3.94,4916
24378,0.31,Ideal,E,VS1,60.1,55.0,4.42,4.53,2.69,638
7698,1.01,Fair,F,SI1,65.9,58.0,6.16,6.1,4.04,4276
1960,0.79,Premium,F,VS2,60.7,60.0,5.95,5.97,3.62,3089
38363,0.4,Premium,H,VS1,61.3,59.0,4.79,4.74,2.92,1021
40612,0.27,Good,F,VVS1,61.7,61.0,4.1,4.14,2.54,498
46107,0.58,Ideal,E,SI1,60.1,55.0,5.42,5.56,3.3,1742
48756,0.56,Ideal,F,VS1,61.7,56.0,5.32,5.28,3.27,2016
335,0.71,Premium,F,VS2,58.0,62.0,5.85,5.81,3.38,2803
12202,1.23,Very Good,I,SI2,62.6,59.0,6.78,6.86,4.27,5191
31729,0.31,Ideal,G,VVS1,60.8,56.0,4.41,4.43,2.69,772
27258,2.0,Premium,D,SI2,61.6,59.0,8.09,8.2,5.02,17674
43513,0.63,Ideal,I,VS2,62.1,54.0,5.51,5.54,3.43,1423
17936,1.05,Premium,F,VS2,62.3,59.0,6.5,6.46,4.04,7244
39281,0.3,Ideal,H,VS2,62.3,56.0,4.29,4.31,2.68,491
38614,0.3,Very Good,F,SI1,57.9,61.0,4.39,4.49,2.57,489
13710,0.37,Ideal,H,VS2,60.7,58.0,4.64,4.68,2.83,603
47035,0.55,Ideal,F,VS2,61.1,56.0,5.31,5.27,3.23,1819
22315,1.5,Very Good,E,SI1,63.2,59.0,7.24,7.2,4.56,10356
37773,0.41,Ideal,E,VS2,62.3,56.0,4.77,4.74,2.96,999
32644,0.31,Ideal,H,VVS2,62.4,56.0,4.38,4.34,2.72,802
3768,1.04,Very Good,J,SI2,62.8,57.0,6.44,6.5,4.06,3459
23138,1.5,Ideal,H,VS2,62.8,57.0,7.3,7.25,4.57,11159
43771,0.58,Premium,H,VS2,59.7,59.0,5.42,5.33,3.21,1439
30421,0.32,Very Good,H,VVS1,62.7,57.0,4.36,4.41,2.75,730
7281,1.0,Premium,E,SI2,61.0,62.0,6.41,6.34,3.89,4200
48023,0.5,Ideal,D,VS1,61.1,56.0,5.12,5.23,3.16,1922
26775,2.07,Ideal,J,VVS2,62.7,54.0,8.12,8.17,5.11,16617
901,0.79,Premium,E,VS2,60.6,53.0,6.04,5.98,3.64,2876
16232,1.15,Ideal,G,VS2,61.4,57.0,6.78,6.74,4.15,6492
11721,0.34,Ideal,E,SI1,61.8,56.0,4.45,4.48,2.76,596
33259,0.37,Good,D,VS1,62.1,54.0,4.67,4.73,2.92,825
17488,1.28,Ideal,I,VS1,61.3,57.0,7.02,6.98,4.29,7025
18064,1.2,Ideal,H,VS1,62.0,57.0,6.69,6.76,4.17,7294
47094,0.54,Ideal,E,VS2,61.1,57.0,5.24,5.26,3.21,1825
22364,0.31,Very Good,H,VS2,60.5,63.0,4.37,4.33,2.63,628
5881,1.02,Very Good,I,SI1,60.4,58.0,6.52,6.56,3.95,3927
42209,0.52,Very Good,D,SI2,62.9,56.0,5.14,5.17,3.24,1289
17445,1.01,Very Good,E,VS1,62.1,58.0,6.39,6.45,3.99,6997
22344,1.13,Ideal,G,VVS2,61.6,57.0,6.66,6.75,4.13,10396
1054,0.25,Good,F,VS1,63.6,57.0,4.04,4.01,2.56,558
27152,2.01,Ideal,H,SI1,60.6,57.0,8.19,8.09,4.92,17383
9743,1.2,Good,J,SI2,63.3,54.4,6.72,6.78,4.27,4659
53932,0.7,Very Good,E,VS2,60.5,59.0,5.71,5.76,3.47,2757
21112,1.5,Very Good,E,SI2,60.1,60.0,7.35,7.42,4.44,9281
37149,0.32,Ideal,E,VS1,61.6,57.0,4.39,4.35,2.69,972
25172,1.51,Very Good,E,VS2,63.3,61.0,7.24,7.17,4.56,13757
51637,0.31,Good,H,VS1,63.1,57.0,4.31,4.34,2.73,544
24402,1.51,Premium,E,SI1,58.3,59.0,7.52,7.47,4.37,12644
36056,0.31,Premium,G,IF,61.0,59.0,4.33,4.36,2.65,924
1917,0.91,Very Good,H,SI1,63.4,55.0,6.18,6.15,3.91,3082
38963,0.31,Very Good,G,SI1,61.8,55.0,4.35,4.38,2.69,490
47597,0.59,Very Good,G,VS1,62.0,56.0,5.35,5.39,3.33,1878
5360,0.9,Good,G,SI1,64.1,59.4,6.04,6.08,3.88,3816
53402,0.71,Ideal,F,SI2,61.8,57.0,5.69,5.72,3.53,2667
13264,1.13,Ideal,H,SI1,62.3,56.0,6.69,6.66,4.16,5483
48568,0.38,Ideal,D,VVS1,61.6,55.0,4.66,4.69,2.88,1992
30596,0.31,Premium,D,VS2,60.7,59.0,4.35,4.38,2.65,734
29252,0.32,Ideal,G,VVS2,61.3,55.0,4.4,4.44,2.71,698
28884,0.3,Ideal,G,VVS2,62.0,57.0,4.29,4.32,2.67,684
25648,2.51,Premium,H,SI2,59.3,61.0,8.81,8.77,5.21,14543
15351,1.0,Good,D,VS2,65.7,55.0,6.17,6.22,4.07,6163
30400,0.32,Premium,H,VVS1,61.4,58.0,4.37,4.42,2.7,730
25842,1.72,Premium,F,SI1,62.0,58.0,7.68,7.65,4.75,14892
4086,0.96,Fair,E,SI2,65.6,58.0,6.11,6.15,4.02,3533
3123,0.96,Ideal,J,VS2,61.5,57.0,6.32,6.36,3.9,3326
39690,0.4,Ideal,F,VVS2,62.4,57.0,4.69,4.73,2.94,1088
44566,0.52,Very Good,D,SI1,63.3,58.0,5.15,5.12,3.25,1605
6450,0.91,Ideal,G,SI1,61.8,57.0,6.16,6.2,3.82,4049
24469,1.7,Ideal,I,VS1,62.2,55.0,7.67,7.63,4.76,12737
46044,0.56,Ideal,D,SI1,62.5,56.0,5.28,5.24,3.29,1729
22338,1.24,Premium,E,VS1,59.9,61.0,6.99,6.96,4.18,10388
17738,1.7,Premium,I,SI2,61.7,56.0,7.66,7.57,4.7,7140
7347,1.11,Premium,H,SI2,61.5,59.0,6.61,6.56,4.05,4212
33953,0.23,Very Good,E,VVS2,58.0,60.0,4.04,4.07,2.35,465
53532,0.74,Ideal,D,SI2,61.1,57.0,5.81,5.84,3.56,2690
52748,0.7,Good,E,VS2,59.2,64.0,5.8,5.75,3.42,2559
49717,0.63,Very Good,F,VS1,59.2,57.0,5.56,5.66,3.32,2149
10239,1.13,Premium,I,SI1,62.8,57.0,6.68,6.64,4.18,4746
47284,0.3,Premium,G,SI2,62.5,59.0,4.27,4.31,2.68,394
2412,0.74,Very Good,E,VS2,61.8,58.0,5.79,5.82,3.59,3180
27574,2.01,Very Good,G,SI1,62.1,60.0,7.94,8.03,4.96,18398
27437,2.21,Ideal,I,SI1,61.6,57.0,8.38,8.43,5.18,18062
18479,1.05,Ideal,G,VS1,61.0,56.0,6.62,6.56,4.02,7526
51889,0.78,Good,D,SI2,57.5,63.0,6.13,6.05,3.5,2430
33893,0.3,Premium,E,VS2,61.9,61.0,4.32,4.28,2.66,844
4088,0.9,Very Good,D,SI2,60.6,61.0,6.14,6.2,3.74,3534
904,0.74,Ideal,G,VS2,62.3,55.0,5.8,5.83,3.62,2877
3038,0.3,Good,F,VS2,63.4,59.0,4.23,4.25,2.69,565
21864,1.54,Premium,F,SI1,62.8,58.0,7.35,7.32,4.61,9926
31957,0.31,Ideal,I,VS2,62.0,54.0,4.37,4.4,2.72,452
13063,1.16,Fair,H,SI1,65.8,58.0,6.54,6.46,4.28,5411
38912,0.33,Good,G,IF,57.9,60.0,4.57,4.55,2.64,1052
18788,1.08,Premium,D,VS2,61.2,60.0,6.61,6.63,4.05,7683
23077,2.0,Premium,J,SI2,60.9,54.0,8.17,8.12,4.96,11106
28544,0.3,Premium,H,VS1,61.4,59.0,4.33,4.3,2.65,675
2974,0.91,Ideal,J,VS2,61.9,58.0,6.18,6.22,3.84,3299
37300,0.54,Ideal,J,SI2,61.3,58.0,5.24,5.27,3.22,978
29474,0.4,Premium,G,SI1,62.0,59.0,4.71,4.74,2.93,702
9106,0.96,Premium,H,VS2,61.7,55.0,6.36,6.31,3.91,4529
37701,0.5,Fair,F,SI1,65.1,59.0,5.01,4.92,3.23,994
41276,0.35,Ideal,G,SI1,61.8,55.0,4.54,4.56,2.81,503
21199,1.51,Ideal,I,SI1,62.6,55.0,7.37,7.26,4.58,9344
25589,1.43,Ideal,E,VVS2,62.4,57.0,7.25,7.15,4.49,14429
18514,1.17,Ideal,G,VS2,62.0,56.0,6.74,6.71,4.17,7548
34976,0.23,Good,E,VVS1,64.4,57.0,3.87,3.9,2.5,472
28167,0.32,Ideal,G,VS1,61.6,55.0,4.43,4.5,2.75,665
4977,0.9,Good,E,SI2,63.0,58.0,6.08,6.11,3.84,3736
3427,0.95,Fair,D,SI2,64.4,60.0,6.06,6.02,3.89,3384
50684,0.62,Good,D,VS2,58.9,64.0,5.62,5.55,3.29,2288
23322,1.58,Ideal,H,VS2,62.7,56.0,7.44,7.39,4.65,11365
36553,0.4,Ideal,E,SI1,62.0,57.0,4.78,4.74,2.95,945
10615,1.01,Premium,F,SI1,60.3,58.0,6.53,6.61,3.96,4829
29293,0.31,Ideal,I,SI1,60.8,56.0,4.38,4.41,2.67,436
51126,0.6,Ideal,E,VS1,59.6,59.0,5.52,5.45,3.27,2339
27805,0.3,Very Good,D,VS2,62.9,55.0,4.25,4.27,2.68,650
30136,0.32,Premium,G,VS2,62.1,60.0,4.39,4.34,2.71,720
8516,0.93,Good,G,VS1,63.8,59.0,6.21,6.15,3.94,4425
37294,0.52,Good,I,SI1,63.3,55.0,5.1,5.13,3.24,978
48402,0.7,Very Good,J,VVS2,63.2,55.0,5.63,5.57,3.54,1968
39875,0.37,Ideal,E,VVS1,61.5,56.0,4.59,4.64,2.84,1103
26261,1.58,Ideal,E,VS2,62.7,56.0,7.55,7.45,4.7,15721
35604,0.31,Very Good,H,VVS1,63.3,58.0,4.32,4.28,2.72,907
3118,0.79,Ideal,H,VVS2,62.0,55.9,5.88,5.95,3.67,3324
50967,0.71,Very Good,I,VS1,62.3,60.0,5.69,5.73,3.56,2326
10262,1.01,Ideal,E,SI2,61.2,54.0,6.52,6.49,3.98,4751
51658,0.3,Ideal,G,VS2,61.2,55.0,4.35,4.38,2.67,545
49627,0.3,Premium,E,SI2,61.9,58.0,4.31,4.28,2.66,540
48602,0.72,Ideal,J,VVS2,61.6,56.0,5.76,5.73,3.54,1996
48438,0.51,Ideal,G,VVS2,61.5,57.0,5.18,5.13,3.17,1974
19157,1.11,Ideal,G,VS1,62.1,57.0,6.61,6.63,4.11,7917
16780,1.21,Very Good,H,VS2,62.8,57.0,6.77,6.82,4.27,6684
9517,1.07,Ideal,E,SI2,62.4,57.0,6.52,6.55,4.08,4613
9935,1.27,Ideal,J,SI2,62.6,57.0,6.85,6.88,4.3,4693
38064,0.36,Ideal,F,VS1,60.1,57.0,4.67,4.62,2.79,1013
45295,0.51,Premium,E,VS2,60.6,58.0,5.15,5.12,3.11,1662
35336,0.32,Ideal,G,IF,61.7,57.0,4.39,4.42,2.72,898
15585,1.0,Good,D,VS1,64.0,58.0,6.27,6.21,3.99,6250
7592,1.0,Ideal,H,SI2,62.6,56.0,6.38,6.34,3.98,4256
23364,0.31,Ideal,J,VS1,61.2,55.0,4.37,4.39,2.68,424
26001,1.51,Ideal,F,VS2,61.5,57.0,7.39,7.36,4.54,15226
3101,0.71,Ideal,D,VS2,61.2,57.0,5.73,5.77,3.52,3321
20694,1.53,Ideal,I,SI1,61.9,54.0,7.43,7.5,1.53,8971
30879,0.33,Premium,E,SI1,60.3,60.0,4.49,4.47,2.7,743
12111,1.01,Very Good,D,SI2,64.0,56.0,6.3,6.38,4.06,5166
31686,0.26,Ideal,D,VVS2,62.5,56.0,4.11,4.08,2.56,769
37099,0.41,Ideal,E,SI1,62.4,55.0,4.78,4.74,2.97,969
6371,0.32,Premium,E,SI2,61.2,58.0,4.44,4.39,2.7,576
26618,2.07,Very Good,I,VS2,60.6,58.0,8.24,8.29,5.01,16378
33229,0.33,Ideal,D,VS2,61.1,56.0,4.5,4.54,2.76,822
5466,0.91,Very Good,D,SI2,63.9,56.0,6.06,6.09,3.88,3837
28948,0.3,Premium,H,VVS1,62.3,58.0,4.29,4.32,2.68,684
133,0.7,Very Good,E,VS2,62.6,60.0,5.62,5.65,3.53,2765
10167,1.5,Good,G,I1,64.0,61.0,7.15,7.04,0.0,4731
21034,0.31,Ideal,G,VS1,61.3,56.0,4.36,4.38,2.68,625
44687,0.51,Ideal,H,VVS2,60.1,57.0,5.19,5.22,3.12,1611
28102,0.31,Ideal,F,SI1,62.3,56.0,4.35,4.32,2.7,663
4182,0.83,Premium,F,VS2,60.2,60.0,6.04,6.09,3.65,3557
12731,1.16,Good,H,SI1,64.2,58.6,6.61,6.66,4.26,5314
14437,1.0,Good,F,VS1,64.8,59.0,6.17,6.23,4.02,5829
48021,0.7,Good,J,VVS2,63.2,55.0,5.63,5.57,3.54,1922
30504,0.31,Premium,D,SI1,61.7,59.0,4.35,4.31,2.67,732
6981,1.03,Premium,H,SI2,62.3,59.0,6.46,6.42,4.01,4153
48386,0.5,Premium,G,VVS1,61.0,60.0,5.08,5.12,3.11,1966
35296,0.3,Premium,H,VS2,61.8,60.0,4.26,4.31,2.65,473
28051,0.38,Ideal,H,VS2,62.4,56.0,4.62,4.65,2.89,660
36567,0.3,Premium,G,VVS1,62.6,62.0,4.26,4.21,2.65,945
47870,0.52,Ideal,G,VVS2,62.4,55.0,5.17,5.19,3.23,1911
25968,2.03,Very Good,I,SI1,62.9,57.0,8.02,8.06,5.06,15153
39290,0.3,Ideal,H,VS2,60.9,58.0,4.29,4.32,2.62,491
24907,2.01,Premium,H,VS2,62.8,58.0,7.99,7.9,4.99,13342
2879,0.92,Good,D,SI2,57.8,63.0,6.4,6.36,3.69,3277
14072,0.91,Premium,F,VVS2,63.0,56.0,6.17,6.12,3.87,5708
44259,0.51,Premium,D,SI1,59.9,61.0,5.18,5.14,3.09,1574
39869,0.3,Ideal,E,VVS1,61.2,57.0,4.33,4.36,2.66,1102
34417,0.3,Ideal,G,IF,62.1,55.0,4.32,4.34,2.69,863
29225,0.31,Ideal,G,VS1,62.7,57.0,4.34,4.31,2.71,695
7239,1.01,Good,G,SI1,63.6,58.0,6.29,6.35,4.02,4195
50161,0.72,Very Good,G,SI2,61.9,59.0,5.67,5.71,3.52,2218
48120,0.71,Very Good,I,SI2,61.1,56.0,5.75,5.79,3.53,1938
13462,1.0,Very Good,F,SI1,63.3,58.0,6.28,6.39,4.01,5528
22317,1.63,Ideal,E,SI2,61.7,57.0,7.5,7.54,4.64,10357
35230,0.34,Good,H,VVS1,64.0,57.0,4.43,4.38,2.82,893
38396,0.39,Premium,G,VS1,62.7,58.0,4.69,4.63,2.92,1024
37209,0.34,Ideal,G,IF,61.9,54.0,4.5,4.52,2.79,974
11176,1.0,Very Good,H,SI1,61.9,58.0,6.3,6.37,3.92,4953
45325,0.32,Good,E,SI1,63.1,56.0,4.34,4.37,2.75,524
53721,0.78,Very Good,G,SI1,63.0,58.0,5.82,5.86,3.68,2721
31396,0.47,Very Good,J,SI1,62.4,58.0,4.94,4.99,3.1,764
11114,1.0,Good,E,SI1,62.4,59.0,6.35,6.4,3.98,4936
33744,0.31,Ideal,F,VVS1,61.1,55.0,4.38,4.39,2.68,840
52735,0.7,Very Good,F,VS2,61.7,57.0,5.71,5.74,3.54,2559
31589,0.35,Very Good,E,VS2,58.9,59.0,4.59,4.64,2.72,767
41821,0.5,Ideal,D,SI2,61.0,57.0,5.15,5.12,3.13,1250
24094,1.61,Premium,H,VS1,62.5,58.0,7.57,7.46,4.7,12242
6893,0.9,Ideal,G,VS2,62.7,56.0,6.25,6.15,3.89,4133
876,0.77,Very Good,E,SI1,63.2,58.0,5.8,5.84,3.68,2873
758,0.7,Ideal,G,VVS2,62.1,56.0,5.63,5.71,3.52,2858
32418,0.41,Very Good,D,SI1,62.9,58.0,4.7,4.75,2.97,791
6028,1.0,Good,G,SI1,62.2,65.0,6.28,6.22,3.89,3965
43393,0.5,Ideal,I,VS2,61.9,56.0,5.08,5.13,3.16,1410
32633,0.27,Ideal,I,VVS2,62.1,55.0,4.17,4.2,2.6,459
35543,0.35,Ideal,F,VS2,62.1,57.0,4.55,4.53,2.82,906
37550,0.31,Ideal,E,VVS1,61.7,56.0,4.36,4.33,2.68,988
19959,1.11,Ideal,H,VVS1,60.8,56.0,6.68,6.76,4.08,8508
19108,1.54,Very Good,E,SI2,59.0,62.0,7.56,7.59,4.47,7877
22233,1.6,Premium,F,SI2,58.7,58.0,7.76,7.68,4.53,10286
31856,0.3,Ideal,H,VVS2,61.7,54.0,4.34,4.31,2.67,776
51313,0.31,Premium,H,VS1,59.9,59.0,4.38,4.4,2.63,544
21169,1.7,Premium,I,VS2,61.3,59.0,7.69,7.59,4.68,9330
34909,0.34,Ideal,H,VVS2,62.2,55.0,4.49,4.48,2.79,880
34248,0.38,Ideal,G,SI1,61.3,56.0,4.67,4.63,2.85,855
40122,0.41,Ideal,F,VVS2,60.6,57.0,4.81,4.86,2.93,1115
8335,0.9,Good,G,VS1,61.0,62.0,6.16,6.24,3.78,4395
47033,0.55,Ideal,F,VS2,61.7,56.0,5.3,5.26,3.26,1819
40526,0.5,Good,E,SI1,64.0,56.0,5.03,4.9,3.18,1147
11699,1.29,Very Good,J,VS2,61.3,60.0,6.96,6.98,4.27,5068
40824,0.39,Ideal,D,VS1,60.3,56.0,4.77,4.71,2.86,1170
50590,0.71,Good,F,SI2,64.5,55.6,5.58,5.61,3.6,2282
52831,0.71,Good,E,SI1,58.4,61.0,5.85,5.93,3.44,2573
5761,1.01,Good,F,SI2,63.7,60.0,6.37,6.29,4.02,3897
21182,1.21,Ideal,F,VS1,59.7,57.0,6.94,6.92,4.14,9335
50153,0.71,Premium,G,SI1,58.5,58.0,5.87,5.82,3.42,2215
51304,0.31,Premium,I,VVS2,61.7,58.0,4.38,4.4,2.71,544
20598,1.51,Good,H,VS2,63.6,61.0,7.08,7.03,4.49,8904
6613,0.9,Premium,H,VS2,61.8,58.0,6.17,6.12,3.8,4082
48638,0.31,Premium,I,SI1,62.3,58.0,4.38,4.35,2.72,537
6869,1.07,Ideal,F,SI2,61.2,57.0,6.62,6.59,4.04,4128
